commandment_number,commandment_concept,commandment_polarity,reference_id,scripture_english,scripture_hebrew,scripture_greek,scripture_parashah,sefer_hachinuch_number,mishneh_torah_book_number,mishneh_torah_book_name,mishneh_torah_category,p119f_category,,,,,,,,,,,,,
365,Do not bake a meal offering as leavened bread ,N,LEV 6:17,"'It shall not be baked with leaven. I have given it as their share from My offerings by fire; it is most holy, like the sin offering and the guilt offering.","י לֹא תֵאָפֶה חָמֵץ, חֶלְקָם נָתַתִּי אֹתָהּ מֵאִשָּׁי; קֹדֶשׁ קָדָשִׁים הִוא, כַּחַטָּאת וְכָאָשָׁם.",(6:10) οὐ πεφθήσεται ἐζυμωμένη· μερίδα αὐτὴν ἔδωκα αὐτοῖς ἀπὸ τῶν καρπωμάτων κυρίου· ἅγια ἁγίων ὥσπερ τὸ τῆς ἁμαρτίας καὶ ὥσπερ τὸ τῆς πλημμελείας.  ,Tzav,135,8,Service,Sacrificial Procedures,Sacrifices and Offerings,,,,,,,,,,,,,
366,The priests must eat the remains of the meal offerings ,P,LEV 6:16,'What is left of it Aaron and his sons are to eat. It shall be eaten as unleavened cakes in a holy place; they are to eat it in the court of the tent of meeting.,  וְהַנּוֹתֶרֶת מִמֶּנָּה יֹאכְלוּ אַהֲרֹן וּבָנָיו מַצּוֹת תֵּאָכֵל בְּמָקוֹם קָדֹשׁ בַּחֲצַר אֹהֶל־מוֹעֵד יֹאכְלוּהָ׃ ‬,6:9 τὸ δὲ καταλειφθὲν ἀπ' αὐτῆς ἔδεται ααρων καὶ οἱ υἱοὶ αὐτοῦ ἄζυμα βρωθήσεται ἐν τόπῳ ἁγίῳ ἐν αὐλῇ τῆς σκηνῆς τοῦ μαρτυρίου ἔδονται αὐτήν,Tzav,134,8,Service,Sacrificial Procedures,Sacrifices and Offerings,,,,,,,,,,,,,
367,Bring all avowed and freewill offerings to the Temple on the first subsequent festival ,P,DEU 12:5,"""But you shall seek the LORD at the place which the LORD your God will choose from all your tribes, to establish His name there for His dwelling, and there you shall come.","ה כִּי אִם-אֶל-הַמָּקוֹם אֲשֶׁר-יִבְחַר יְהוָה אֱלֹהֵיכֶם, מִכָּל-שִׁבְטֵיכֶם, לָשׂוּם אֶת-שְׁמוֹ, שָׁם--לְשִׁכְנוֹ תִדְרְשׁוּ, וּבָאתָ שָּׁמָּה.","5 ἀλλ᾿ ἢ εἰς τὸν τόπον, ὃν ἂν ἐκλέξηται κύριος ὁ θεὸς ὑμῶν ἐν μιᾷ τῶν φυλῶν ὑμῶν ἐπονομάσαι τὸ ὄνομα αὐτοῦ ἐκεῖ ἐπικληθῆναι, καὶ ἐκζητήσετε καὶ εἰσελεύσεσθε ἐκεῖ  ",Re'eh,438,8,Service,Sacrificial Procedures,Sacrifices and Offerings,,,,,,,,,,,,,
368,Do not withhold payment incurred by any vow ,N,DEU 23:22,"""However, if you refrain from vowing, it would not be sin in you.","כג וְכִי תֶחְדַּל, לִנְדֹּר--לֹא-יִהְיֶה בְךָ, חֵטְא.","(23:23) ἐὰν δὲ μὴ θέλῃς εὔξασθαι, οὐκ ἔστιν ἐν σοὶ ἁμαρτία.  ",Ki Tetze,,8,Service,Sacrificial Procedures,Sacrifices and Offerings,,,,,,,,,,,,,
369,Offer all sacrifices in the Temple ,P,DEU 12:11,"then it shall come about that the place in which the LORD your God will choose for His name to dwell, there you shall bring all that I command you: your burnt offerings and your sacrifices, your tithes and the contribution of your hand, and all your choice votive offerings which you will vow to the LORD.","יא וְהָיָה הַמָּקוֹם, אֲשֶׁר-יִבְחַר יְהוָה אֱלֹהֵיכֶם בּוֹ לְשַׁכֵּן שְׁמוֹ שָׁם--שָׁמָּה תָבִיאוּ, אֵת כָּל-אֲשֶׁר אָנֹכִי מְצַוֶּה אֶתְכֶם: עוֹלֹתֵיכֶם וְזִבְחֵיכֶם, מַעְשְׂרֹתֵיכֶם וּתְרֻמַת יֶדְכֶם, וְכֹל מִבְחַר נִדְרֵיכֶם, אֲשֶׁר תִּדְּרוּ לַיהוָה.","11 καὶ ἔσται ὁ τόπος, ὃν ἂν ἐκλέξηται κύριος ὁ θεὸς ὑμῶν ἐπικληθῆναι τὸ ὄνομα αὐτοῦ ἐκεῖ, ἐκεῖ οἴσετε πάντα, ὅσα ἐγὼ ἐντέλλομαι ὑμῖν σήμερον, τὰ ὁλοκαυτώματα ὑμῶν καὶ τὰ θυσιάσματα ὑμῶν καὶ τὰ ἐπιδέκατα ὑμῶν καὶ τὰς ἀπαρχὰς τῶν χειρῶν ὑμῶν καὶ τὰ δόματα ὑμῶν καὶ πᾶν ἐκλεκτὸν τῶν δώρων ὑμῶν, ὅσα ἐὰν εὔξησθε τῷ θεῷ ὑμῶν,  ",Re'eh,440,8,Service,Sacrificial Procedures,Sacrifices and Offerings,,,,,,,,,,,,,
370,Bring all sacrifices from outside Israel to the Temple ,P,DEU 12:26,"""Only your holy things which you may have and your votive offerings, you shall take and go to the place which the LORD chooses.","כו רַק קָדָשֶׁיךָ אֲשֶׁר-יִהְיוּ לְךָ, וּנְדָרֶיךָ, תִּשָּׂא וּבָאתָ, אֶל-הַמָּקוֹם אֲשֶׁר-יִבְחַר יְהוָה.","26 πλὴν τὰ ἅγιά σου, ἐὰν γένηταί σοι, καὶ τὰς εὐχάς σου λαβὼν ἥξεις εἰς τὸν τόπον, ὃν ἂν ἐκλέξηται κύριος ὁ θεός σου ἐπικληθῆναι τὸ ὄνομα αὐτοῦ ἐκεῖ,  ",Re'eh,453,8,Service,Sacrificial Procedures,Sacrifices and Offerings,,,,,,,,,,,,,
371,Do not slaughter sacrifices outside the Temple  ,N,LEV 17:3,"""Any man from the house of Israel who slaughters an ox or a lamb or a goat in the camp, or who slaughters it outside the camp,","ג אִישׁ אִישׁ, מִבֵּית יִשְׂרָאֵל, אֲשֶׁר יִשְׁחַט שׁוֹר אוֹ-כֶשֶׂב אוֹ-עֵז, בַּמַּחֲנֶה; אוֹ אֲשֶׁר יִשְׁחַט, מִחוּץ לַמַּחֲנֶה.","3 Ἄνθρωπος ἄνθρωπος τῶν υἱῶν Ισραηλ ἢ τῶν προσηλύτων τῶν προσκειμένων ἐν ὑμῖν, ὃς ἂν σφάξῃ μόσχον ἢ πρόβατον ἢ αἶγα ἐν τῇ παρεμβολῇ καὶ ὃς ἂν σφάξῃ ἔξω τῆς παρεμβολῆς  ",Acharei Mot,186,8,Service,Sacrificial Procedures,Sacrifices and Offerings,,,,,,,,,,,,,
372,Do not offer any sacrifices outside the courtyard ,N,DEU 12:13,"""Be careful that you do not offer your burnt offerings in every cultic place you see,","יג הִשָּׁמֶר לְךָ, פֶּן-תַּעֲלֶה עֹלֹתֶיךָ, בְּכָל-מָקוֹם, אֲשֶׁר תִּרְאֶה.","13 πρόσεχε σεαυτῷ μὴ ἀνενέγκῃς τὰ ὁλοκαυτώματά σου ἐν παντὶ τόπῳ, οὗ ἐὰν ἴδῃς,  ",Re'eh,439,8,Service,Sacrificial Procedures,Sacrifices and Offerings,,,,,,,,,,,,,
373,Offer two lambs for sacrifice every day ,P,NUM 28:3,"""You shall say to them, 'This is the offering by fire which you shall offer to the LORD: two male lambs one year old without defect as a continual burnt offering every day.","ג וְאָמַרְתָּ לָהֶם--זֶה הָאִשֶּׁה, אֲשֶׁר תַּקְרִיבוּ לַיהוָה: כְּבָשִׂים בְּנֵי-שָׁנָה תְמִימִם שְׁנַיִם לַיּוֹם, עֹלָה תָמִיד.","3 καὶ ἐρεῖς πρὸς αὐτούς Ταῦτα τὰ καρπώματα, ὅσα προσάξετε κυρίῳ· ἀμνοὺς ἐνιαυσίους ἀμώμους δύο τὴν ἡμέραν εἰς ὁλοκαύτωσιν ἐνδελεχῶς,  ",Pinchas,401,8,Service,Perpetual Offerings and Additional Offerings,Sacrifices and Offerings,,,,,,,,,,,,,
374,Keep the fire burning on the altar ,P,LEV 6:9,"""Command Aaron and his sons, saying, 'This is the law for the burnt offering: the burnt offering itself shall remain on the hearth on the altar all night until the morning, and the fire on the altar is to be kept burning on it.","ב צַו אֶת-אַהֲרֹן וְאֶת-בָּנָיו לֵאמֹר, זֹאת תּוֹרַת הָעֹלָה: הִוא הָעֹלָה עַל מוֹקְדָה עַל-הַמִּזְבֵּחַ כָּל-הַלַּיְלָה, עַד-הַבֹּקֶר, וְאֵשׁ הַמִּזְבֵּחַ, תּוּקַד בּוֹ.","(6:2) Ἔντειλαι Ααρων καὶ τοῖς υἱοῖς αὐτοῦ λέγων Οὗτος ὁ νόμος τῆς ὁλοκαυτώσεως· αὐτὴ ἡ ὁλοκαύτωσις ἐπὶ τῆς καύσεως αὐτῆς ἐπὶ τοῦ θυσιαστηρίου ὅλην τὴν νύκτα ἕως τὸ πρωί, καὶ τὸ πῦρ τοῦ θυσιαστηρίου καυθήσεται ἐπ᾿ αὐτοῦ, οὐ σβεσθήσεται.  ",Tzav,132,8,Service,Perpetual Offerings and Additional Offerings,Temple and Sacred Objects,,,,,,,,,,,,,
375,Do not extinguish the fire on the altar ,N,LEV 6:9,"""Command Aaron and his sons, saying, 'This is the law for the burnt offering: the burnt offering itself shall remain on the hearth on the altar all night until the morning, and the fire on the altar is to be kept burning on it.",  צַו אֶת־אַהֲרֹן וְאֶת־בָּנָיו לֵאמֹר זֹאת תּוֹרַת הָעֹלָה הִוא הָעֹלָה עַל מוֹקְדָה עַל־הַמִּזְבֵּחַ כָּל־הַלַּיְלָה עַד־הַבֹּקֶר וְאֵשׁ הַמִּזְבֵּחַ תּוּקַד בּוֹ׃ ‬,6:2 ἔντειλαι ααρων καὶ τοῖς υἱοῖς αὐτοῦ λέγων οὗτος ὁ νόμος τῆς ὁλοκαυτώσεως αὐτὴ ἡ ὁλοκαύτωσις ἐπὶ τῆς καύσεως αὐτῆς ἐπὶ τοῦ θυσιαστηρίου ὅλην τὴν νύκτα ἕως τὸ πρωί καὶ τὸ πῦρ τοῦ θυσιαστηρίου καυθήσεται ἐπ' αὐτοῦ οὐ σβεσθήσεται,Tzav,133,8,Service,Perpetual Offerings and Additional Offerings,Temple and Sacred Objects,,,,,,,,,,,,,
376,Remove the ashes from the altar every day ,P,LEV 6:10,"The priest is to put on his linen robe, and he shall put on undergarments next to his flesh; and he shall take up the ashes to which the fire reduces the burnt offering on the altar and place them beside the altar.","ג וְלָבַשׁ הַכֹּהֵן מִדּוֹ בַד, וּמִכְנְסֵי-בַד יִלְבַּשׁ עַל-בְּשָׂרוֹ, וְהֵרִים אֶת-הַדֶּשֶׁן אֲשֶׁר תֹּאכַל הָאֵשׁ אֶת-הָעֹלָה, עַל-הַמִּזְבֵּחַ; וְשָׂמוֹ, אֵצֶל הַמִּזְבֵּחַ.","(6:3) καὶ ἐνδύσεται ὁ ἱερεὺς χιτῶνα λινοῦν καὶ περισκελὲς λινοῦν ἐνδύσεται περὶ τὸ σῶμα αὐτοῦ καὶ ἀφελεῖ τὴν κατακάρπωσιν, ἣν ἂν καταναλώσῃ τὸ πῦρ τὴν ὁλοκαύτωσιν, ἀπὸ τοῦ θυσιαστηρίου καὶ παραθήσει αὐτὸ ἐχόμενον τοῦ θυσιαστηρίου.  ",Tzav,131,8,Service,Perpetual Offerings and Additional Offerings,Sacrifices and Offerings,,,,,,,,,,,,,
377,Burn incense every day ,P,EXO 30:7,"""Aaron shall burn fragrant incense on it; he shall burn it every morning when he trims the lamps.","ז וְהִקְטִיר עָלָיו אַהֲרֹן, קְטֹרֶת סַמִּים; בַּבֹּקֶר בַּבֹּקֶר, בְּהֵיטִיבוֹ אֶת-הַנֵּרֹת--יַקְטִירֶנָּה.","7 καὶ θυμιάσει ἐπ᾿ αὐτοῦ Ααρων θυμίαμα σύνθετον λεπτόν· τὸ πρωὶ πρωί, ὅταν ἐπισκευάζῃ τοὺς λύχνους, θυμιάσει ἐπ᾿ αὐτοῦ,  ",Tetzaveh,103,8,Service,Perpetual Offerings and Additional Offerings,Temple and Sacred Objects,,,,,,,,,,,,,
378,Light the Menorah every day ,P,EXO 27:21,"""In the tent of meeting, outside the veil which is before the testimony, Aaron and his sons shall keep it in order from evening to morning before the LORD; it shall be a perpetual statute throughout their generations for the sons of Israel.","כא בְּאֹהֶל מוֹעֵד מִחוּץ לַפָּרֹכֶת אֲשֶׁר עַל-הָעֵדֻת, יַעֲרֹךְ אֹתוֹ אַהֲרֹן וּבָנָיו מֵעֶרֶב עַד-בֹּקֶר--לִפְנֵי יְהוָה: חֻקַּת עוֹלָם לְדֹרֹתָם, מֵאֵת בְּנֵי יִשְׂרָאֵל. {ס}",21 ἐν τῇ σκηνῇ τοῦ μαρτυρίου ἔξωθεν τοῦ καταπετάσματος τοῦ ἐπὶ τῆς διαθήκης καύσει αὐτὸ Ααρων καὶ οἱ υἱοὶ αὐτοῦ ἀφ᾿ ἑσπέρας ἕως πρωὶ ἐναντίον κυρίου· νόμιμον αἰώνιον εἰς τὰς γενεὰς ὑμῶν παρὰ τῶν υἱῶν Ισραηλ.  ,Tetzaveh,98,8,Service,Perpetual Offerings and Additional Offerings,Temple and Sacred Objects,,,,,,,,,,,,,
379,The high priest must bring a meal offering every day ,P,LEV 6:20,"""This is the offering which Aaron and his sons are to present to the LORD on the day when he is anointed; the tenth of an ephah of fine flour as a regular grain offering, half of it in the morning and half of it in the evening.","יג זֶה קָרְבַּן אַהֲרֹן וּבָנָיו אֲשֶׁר-יַקְרִיבוּ לַיהוָה, בְּיוֹם הִמָּשַׁח אֹתוֹ--עֲשִׂירִת הָאֵפָה סֹלֶת מִנְחָה, תָּמִיד: מַחֲצִיתָהּ בַּבֹּקֶר, וּמַחֲצִיתָהּ בָּעָרֶב.","(6:13) Τοῦτο τὸ δῶρον Ααρων καὶ τῶν υἱῶν αὐτοῦ, ὃ προσοίσουσιν κυρίῳ ἐν τῇ ἡμέρᾳ, ᾗ ἂν χρίσῃς αὐτόν· τὸ δέκατον τοῦ οιφι σεμιδάλεως εἰς θυσίαν διὰ παντός, τὸ ἥμισυ αὐτῆς τὸ πρωὶ καὶ τὸ ἥμισυ αὐτῆς τὸ δειλινόν.  ",Tzav,136,8,Service,Perpetual Offerings and Additional Offerings,Sacrifices and Offerings,,,,,,,,,,,,,
380,Bring two additional lambs as burnt offerings on the Sabbath ,P,NUM 28:9,"Then on the sabbath day two male lambs one year old without defect, and two-tenths of an ephah of fine flour mixed with oil as a grain offering, and its drink offering:","ט וּבְיוֹם, הַשַּׁבָּת--שְׁנֵי-כְבָשִׂים בְּנֵי-שָׁנָה, תְּמִימִם; וּשְׁנֵי עֶשְׂרֹנִים, סֹלֶת מִנְחָה בְּלוּלָה בַשֶּׁמֶן--וְנִסְכּוֹ.",9 Καὶ τῇ ἡμέρᾳ τῶν σαββάτων προσάξετε δύο ἀμνοὺς ἐνιαυσίους ἀμώμους καὶ δύο δέκατα σεμιδάλεως ἀναπεποιημένης ἐν ἐλαίῳ εἰς θυσίαν καὶ σπονδὴν  ,Pinchas,402,8,Service,Perpetual Offerings and Additional Offerings,Sacrifices and Offerings,,,,,,,,,,,,,
381,Make the show bread and place it before G-d ,P,EXO 25:30,"""You shall set the bread of the Presence on the table before Me at all times.","ל וְנָתַתָּ עַל-הַשֻּׁלְחָן לֶחֶם פָּנִים, לְפָנַי תָּמִיד. {פ}",30 καὶ ἐπιθήσεις ἐπὶ τὴν τράπεζαν ἄρτους ἐνωπίους ἐναντίον μου διὰ παντός.  ,Terumah,97,8,Service,Perpetual Offerings and Additional Offerings,Temple and Sacred Objects,,,,,,,,,,,,,
382,Bring additional offerings on the first day of the month,P,NUM 28:11,"'Then at the beginning of each of your months you shall present a burnt offering to the LORD: two bulls and one ram, seven male lambs one year old without defect;","יא וּבְרָאשֵׁי, חָדְשֵׁיכֶם--תַּקְרִיבוּ עֹלָה, לַיהוָה: פָּרִים בְּנֵי-בָקָר שְׁנַיִם וְאַיִל אֶחָד, כְּבָשִׂים בְּנֵי-שָׁנָה שִׁבְעָה תְּמִימִם.","11 Καὶ ἐν ταῖς νεομηνίαις προσάξετε ὁλοκαυτώματα τῷ κυρίῳ μόσχους ἐκ βοῶν δύο καὶ κριὸν ἕνα, ἀμνοὺς ἐνιαυσίους ἑπτὰ ἀμώμους,  ",Pinchas,403,8,Service,Perpetual Offerings and Additional Offerings,Sacrifices and Offerings,,,,,,,,,,,,,
383,Bring additional offerings on Passover ,P,NUM 28:19,"'You shall present an offering by fire, a burnt offering to the LORD: two bulls and one ram and seven male lambs one year old, having them without defect.","יט וְהִקְרַבְתֶּם אִשֶּׁה עֹלָה לַיהוָה, פָּרִים בְּנֵי-בָקָר שְׁנַיִם וְאַיִל אֶחָד; וְשִׁבְעָה כְבָשִׂים בְּנֵי שָׁנָה, תְּמִימִם יִהְיוּ לָכֶם.","19 καὶ προσάξετε ὁλοκαυτώματα καρπώματα κυρίῳ μόσχους ἐκ βοῶν δύο, κριὸν ἕνα, ἑπτὰ ἀμνοὺς ἐνιαυσίους, ἄμωμοι ἔσονται ὑμῖν·  ",Pinchas,299,8,Service,Perpetual Offerings and Additional Offerings,Sacrifices and Offerings,,,,,,,,,,,,,
