section,subject,entry
S,SELF-DENIAL,"-General scriptures concerning GEN 22:1-12; 2SA 24:24; PSA 132:3-5; PRO 16:32; 23:2; DAN 10:3; MAT 5:29,30; 8:19-22; 10:37-39; 13:44-46; 16:24,25; 18:8,9; 19:12,21; MRK 2:14; 8:34,35; 9:43; 10:29; 12:43,44; LUK 5:11,27; 9:23,24,57-60; 14:26-33; 18:27-30; 21:2-4; JHN 12:25; ACT 20:22-24; 21:13; ROM 6:6; 8:12,13,35,36; 13:14; 14:1-22; 15:1-5; 1CO 6:12; 8:10-13; 9:12,15,18,19,23,25-27; 10:23,24; 2CO 6:3; GAL 2:20; 5:16,17,24; 6:14; PHP 2:4; 3:7-9; COL 3:5; 2TI 2:4; TIT 2:12; HEB 13:13; 1PE 2:11-16; 4:1,2; 3JN 1:7; REV 12:11
-See CROSS
-See HUMILITY
-INSTANCES OF
     -Abraham, when he offered to Lot (his junior) his preference of the land of Canaan GEN 13:9; with 17:8
     -Moses, in choosing rather to suffer affliction with the people of God than to enjoy the pleasures of sin for only a little while HEB 11:25
     -Moses, in taking no compensation from the Israelites for his services NUM 16:15
     -Samuel, in his administration of justice 1SA 12:3,4
     -The widow of Zarephath, in sharing with Elijah the last of her sustenance 1KI 17:12-15
     -Daniel, in his abstention DAN 1:8
     -Daniel, in refusing rewards from Belshazzar DAN 5:16,17
     -Esther, in risking her life for the deliverance of her people EST 4:16
     -The Rechabites, in refusing to drink wine or strong drink, or even to plant vineyards JER 35:6,7
     -Peter and the other apostles, in abandoning their vocations and following Jesus MAT 4:20; 9:9; MRK 1:16-20; 2:14; LUK 5:11,27,28
     -in forsaking all and following Jesus MAT 19:27; MRK 10:28
     -The widow, who put everything she had into the treasury LUK 21:4
     -The early Christians, in having everything in common ACT 2:44,45; 4:34
     -Barnabas (Joses), in selling his possessions, and giving everything that he had received to the apostles ACT 4:36,37
     -Paul, in not regarding even his life dear to himself ACT 20:24; PHP 3:7,8
     -Paul, in not coveting anyone' s silver, gold, or apparel ACT 20:33
     -Paul, in laboring for his own support while he also taught ACT 20:34,35; 1CO 4:12; 10:33"
S,SELF-EXALTATION,"-General scriptures concerning JOB 12:3; EZK 31:10-14; OBA 1:3,4; LUK 14:7-11; 2CO 10:5,17,18; GAL 6:3; 2TH 2:4
-See PRIDE
-See SELFISHNESS
-See SELF-RIGHTEOUSNESS
-INSTANCES OF
     -Pharaoh EXO 9:17
     -Korah, Dathan, and Abiram NUM 16:1-3
     -Sennacherib 2CH 32:9-19
     -Prince of Tyre, making himself God EZK 28:2,9
     -Nebuchadnezzar DAN 4:30; 5:20
     -Belshazzar DAN 5:23
     -Simon the Sorcerer ACT 8:9
     -Herod Agrippa I, when deified by the people ACT 12:20-23"
S,SELF-EXAMINATION,"-General scriptures concerning JOB 13:23; PSA 4:4; 19:12; 26:2; 77:6; 119:59; 139:23,24; JER 17:9; LAM 3:40; HAG 1:7; MAT 26:22; MRK 14:19; 1CO 11:27,28,31; 2CO 13:5; GAL 6:3-5
-See MEDITATION
-See REPENTANCE
-See SIN, CONFESSION OF"
S,SELF-INDULGENCE,"-INSTANCES OF
     -Solomon ECC 2:10
     -The rich fool LUK 12:16-20
     -The rich man who feasted every day LUK 16:19
     -See GLUTTONY
     -See IDLENESS
     -See SLOTHFULNESS
     -See also SELF-DENIAL"
S,SELFISHNESS,"-General scriptures concerning GEN 4:9; NUM 32:6; PSA 38:11; PRO 11:26; 18:17; 24:11,12; 28:27; EZK 34:18; MIC 3:11; HAG 1:4,9,10; ZEC 7:6; MAL 1:10; MAT 19:21,22; LUK 6:32-34; ROM 14:15; 15:1-3; 1CO 10:24; 2CO 5:15; GAL 6:2; PHP 2:4,20,21; 2TI 3:2-4; JAS 2:15,16; 1JN 3:17
-See LIBERALITY
-See POOR
-See UNSELFISHNESS"
S,SELF-RIGHTEOUSNESS,"-General scriptures concerning NUM 16:3; DEU 9:4-6; 1SA 2:9; JOB 6:13; 11:4-6; 12:2; 13:3,13,15,18,19; 16:17,18; 18:2-4; 21:27-29; 22:2,3; 32:1,2; 33:8,9; 35:2,7,8; PSA 10:5,6; PRO 12:15; 14:12; 16:2; 20:6; 21:2; 25:14,27; 26:12; 27:2,21; 28:13,26; 30:12,13; ISA 5:21; 28:17,20; 47:7; 50:11; 64:6; 65:3-5; JER 2:13,22,23,34,35; 7:4; 8:8; 17:5; 49:4,16; EZK 33:24-26; HOS 12:8; AMO 6:13; HAB 2:4; ZEP 3:11; MAT 7:22,23; 9:10-13; 16:6; 19:16-22; 22:12,13; 23:29-31; MRK 2:16; 8:15; 10:17-22; LUK 5:30; 7:36-50; 10:25-37; 15:2,25-32; 16:14,15; 18:9-14,18-23; JHN 9:34,39-41; ROM 2:17-20; 3:27; 10:3; 11:19-21; 2CO 1:9; 10:17,18; GAL 6:3; REV 3:17,18
-See HYPOCRISY
-See SELF-EXALTATION
-INSTANCES OF
     -Saul 1SA 15:13-31
     -Young man, see above
     -Lawyer, see above
     -Pharisees LUK 11:33-54; JHN 8:33-59; 9:28-34
     -Israel ROM 10:3
     -The Laodicean congregation REV 3:17"
S,SELF-WILL,"-(Stubbornness)
-Forbidden 2CH 30:8; PSA 75:5
-Proceeds from
     -Unbelief 2KI 17:14
     -Pride NEH 9:16,29
     -An evil heart JER 7:24
-God knows ISA 48:4
-Exhibited in
     -Refusing to listen to God PRO 1:24
     -Refusing to listen to the messengers of God 1SA 8:19; JER 44:16; ZEC 7:11
     -Refusing to walk in the ways of God NEH 9:17; ISA 42:24; PSA 78:10
     -Refusing to listen to (obey) parents DEU 21:18,19
     -Refusing to receive correction DEU 21:18; JER 5:3; 7:28
     -Rebelling against God DEU 31:27; PSA 78:8
     -Resisting the Holy Spirit ACT 7:51
     -Walking in the counsels of an evil heart JER 7:24; with 23:17
     -Hardening the neck (metaphorically) NEH 9:16
     -Hardening the heart 2CH 36:13
     -Going backward and not forward JER 7:24
     -Heinousness of 1SA 15:23
-Servants should
     -Be without TIT 1:7
     -Warn the people against HEB 3:7-12
     -Pray that the people may be forgiven for EXO 34:9; DEU 9:27
-Characteristic of wicked people PRO 7:11; 2PE 2:10
-The wicked do not cease from JDG 2:19
-Punishment for DEU 21:21; PRO 29:1
-Illustrated PSA 32:9; JER 31:18
-EXEMPLIFIED
     -Simeon and Levi GEN 49:6
     -The Israelites EXO 32:9; DEU 9:6,13
     -King Saul 1SA 15:19-23
     -David 2SA 24:4
     -Josiah 2CH 35:22
     -Zedekiah 2CH 36:13
     -See OBDURACY"
S,SEMACHIAH,-Son of Shemaiah 1CH 26:7
S,SEMEI,-An ancestor of Jesus LUK 3:26
S,SENAAH,-A city of unknown location EZR 2:35; NEH 7:38
S,SENATE,"-The Sanhedrin ACT 5:21
-Senator (an elder) PSA 105:22
-See ELDER
-See GOVERNMENT"
S,SENEH,-A rock protecting the garrison of the Philistines at Michmash 1SA 14:4
S,SENIR,-See SHENIR
S,SENNACHERIB,"-(King of Assyria)
-Invades Judah; lays siege to Jerusalem, but abandons the country and returns to Assyria 2KI 18:17-37; 19:8; 2CH 32:1-23; ISA 36; 37
-Death of 2KI 19:35-37; ISA 37:36-38"
S,SENSUALITY,"-General scriptures concerning ECC 2:24; 8:15; 11:9; ISA 22:13; 56:12; LUK 12:19,20; 16:25; 1CO 15:32,33; JAS 5:5; Jude 1:18,19
-See ADULTERY
-See DRUNKENNESS
-See FORNICATION
-See GLUTTONY
-See LASCIVIOUSNESS
-See SELF-INDULGENCE
-See SODOMY
-Also see [3580]ABSTINENCE, TOTAL
-See CONTINENCE
-See SELF-DENIAL
-See TEMPERANCE"
S,SENTRY,-See WATCHMAN
S,SENUAH,"-Father of Judah, a governor of Jerusalem NEH 11:9"
S,SEORIM,-A governor of the temple 1CH 24:8
S,SEPHAR,-A mountain in Arabia GEN 10:30
S,SEPHARAD,"-An unknown place, to which the inhabitants of Jerusalem were exiled OBA 1:20"
S,SEPHARVAIM,"-An Assyrian city, from which the king of Assyria colonized Samaria 2KI 17:24,31; 18:34; 19:13; ISA 36:19; 37:13"
S,SEPHARVITES,-The people of Sepharvaim 2KI 17:31
S,SEPULCHRE,"-(Grave, tomb)
-See BURIAL"
S,SERAH,"-(Also called SARAH)
-Daughter of Asher GEN 46:17; NUM 26:46; 1CH 7:30"
S,SERAIAH,"-1. Also called SHEVA, SHISHA, and SHAVSHA
     -David' s scribe 2SA 8:17; 20:25; 1KI 4:3; 1CH 18:16
-2. Chief priest at the time of collapse of Jerusalem 2KI 25:18
     -Father of Ezra EZR 7:1
     -Killed by Nebuchadnezzar 2KI 25:18-21; JER 52:24-27
-3. An Israelite captain who surrendered to Gedaliah 2KI 25:23; JER 40:8
-4. Son of Kenaz 1CH 4:13,14
-5. A Simeonite 1CH 4:35
-6. A priest who returned from the Babylonian captivity EZR 2:2; NEH 12:1,12
     -Called AZARIAH NEH 7:7
-7. One who sealed the covenant with Nehemiah NEH 10:2
     -Possibly identical with number six, see above
-8. A ruler of the temple after the captivity NEH 11:11
-9. Son of Azriel
     -Commanded by King Jehoiakim to seize the prophet Jeremiah JER 36:26
-10. A servant of Zedekiah JER 51:59,61"
S,SERAPHIM (SERAPHS),"-Celestial beings ISA 6:2,6
-See CHERUBIM"
S,SERED,-Son of Zebulun GEN 46:14; NUM 26:26
S,SERGEANT,"-General scriptures concerning ACT 16:35,38"
S,SERGIUS PAULUS,-A Roman deputy and convert of Paul ACT 13:7-12
S,SERMON,"-Of Jesus, ""on the mount,"" MAT 5; 6; 7
-Of Jesus, ""on the plain,"" LUK 6:17-49
-Beside Lake Galilee MAT 13:1-52; MRK 4:2-33
-See PREACHING
-See MINISTERS"
S,SERPENT,"-Satan appears to Eve in the form of GEN 3:1-15; 2CO 11:3
-Subtlety of GEN 3:1; ECC 10:8; MAT 10:16
-Curse upon GEN 3:14,15; 49:17
-Feeds upon the dust GEN 3:14; ISA 65:25; MIC 7:17
-Unfit for food MAT 7:10
-Venom of DEU 32:24,33; JOB 20:16; PSA 58:4; 140:3; PRO 23:31,32; ACT 28:5,6
-The staff of Moses transformed into EXO 4:3; 7:15
-Fiery (poisonous), sent as a plague upon the Israelites NUM 21:6,7; DEU 8:15; 1CO 10:9
-The wound of, miraculously healed by looking upon the bronze snake, erected by Moses NUM 21:8,9
-The charming of PSA 58:4,5; ECC 10:11; JER 8:17
-Mentioned in Solomon' s riddle PRO 30:19
-Constriction of REV 9:19
-Sea serpent AMO 9:3
-The seventy disciples (the best mss have ""seventy-two"") endued with power over LUK 10:19
-The apostles given power over MRK 16:18; ACT 28:5
-FIGURATIVE ISA 14:29; 30:6; 65:25"
S,SERUG,"-An ancestor of Abraham GEN 11:20-23; 1CH 1:26
-Called SARUCH LUK 3:35"
S,SERVANT,"-Distinguish a bondservant (Greek: doulos), who was a slave, from a hired servant (Greek: diakonos), who was not a slave
-BOND
     -Laws of Moses concerning EXO 21:1-11,20,21,26,27,32; LEV 19:20-22; 25:6,10,35-55; DEU 15:12,14,18; 24:7
     -Kidnapping forbidden DEU 21:10-14; 24:7; 1TI 1:10; REV 18:13
     -Fugitive, not to be returned to his master DEU 23:15,16
     -David erroneously supposed to be a fugitive slave 1SA 25:10
     -Instances of fugitive
     -Hagar, commanded by an angel to return to Sarah (Sarai), her owner GEN 16:9
     -Sought by Shimei 1KI 2:39-41
     -Onesimus interceded for, by Paul PHM 1:21
     -Rights of those born to a master GEN 14:14; 17:13,27; EXO 21:4; PRO 29:21; ECC 2:7; JER 2:14
     -Bought and sold GEN 17:13,27; 37:28,36; 39:17; DEU 28:68; EST 7:4; EZK 27:13; JOL 3:6; AMO 8:6; REV 18:13
     -Captives of war became slaves DEU 20:14; 21:10-14; 2KI 5:2; 2CH 28:8,10; LAM 5:13
     -Captive bondservants shared by priests and Levites NUM 31:28-47
     -Thieves punished by being made GEN 43:18; EXO 22:3
     -Defaulting debtors made LEV 25:39; MAT 18:25
     -Children of defaulting debtors sold as 2KI 4:1-7
     -Voluntary servitude of LEV 25:47; DEU 15:16,17; JOS 9:11-21
     -Given as dowry GEN 29:24,29
     -Owned by priests LEV 22:11; MRK 14:66
     -Slaves owned slaves 2SA 9:10
     -The master could marry, or give in marriage EXO 21:7-10; DEU 21:10-14; 1CH 2:34,35
     -Taken in concubinage GEN 16:1,2,6; 30:3,9
     -Used as soldiers by Abraham GEN 14:14
     -Must be circumcised GEN 17:13,27; EXO 12:44
     -Must enjoy religious privileges with the master' s household DEU 12:12,18; 16:11,14; 29:10,11
     -Must have rest on the sabbath EXO 20:10; 23:12; DEU 5:14
     -Equal status of, with other disciples of Jesus 1CO 7:21,22; 12:13; GAL 3:28; EPH 6:8
     -Kindness to, commanded LEV 25:43; EPH 6:9
     -Bond service threatened, as a national punishment, for the disobedience of Israel DEU 28:68; JOL 3:7,8
     -Degrading influences of bondage exemplified by cowardice EXO 14:11,12; 16:3; JDG 5:16-18,23
     -Emancipation of EZR 1:1-4; JER 34:8-22; 1CO 7:21
     -Freedmen called ""Libertines,"" ACT 6:9
     -Cruelty to
     -The Israelites EXO 1:8-22; 2:1-4; ACT 7:19,34
     -An abandoned sick man 1SA 30:13
     -Kindness to
     -By the Roman centurion MAT 8:8-13; LUK 7:2-10
     -By Paul PHM 1:21
-INSTANCES OF
     -Joseph GEN 37:26-28,36
     -Israelites EXO 1:10-22; 5:7-14; DEU 6:12,21
     -Gibeonites JOS 9:22-27
     -Canaanites 1KI 9:21
     -The Jews in Babylon 2CH 36:20; EST 1; 2; 3; 4; 5; 6; 7; 8; 9; 10
     -Emancipation of 2CH 36:23; EZR 1:1-4
-FIGURATIVE LEV 25:42,55; PSA 116:16; MAT 24:45-51; LUK 12:35-48; 17:7-9; JHN 8:32-35; ROM 6:16-22; 1CO 4:1; 7:21-23; GAL 5:13; 1PE 2:16; 2PE 2:19; REV 7:3
-INSTANCES OF GOOD
     -Joseph GEN 39:2-20; 41:9-57; ACT 7:10
     -Elisha 2KI 2:1-6
     -Servants
     -Of Abraham GEN 24
     -Of Boaz RUT 2:4
     -Of Jonathan 1SA 14:7
     -Of Abigail 1SA 25:14-17
     -Of David 2SA 12:18; 15:15,21
     -Of Ziba 2SA 9
     -Of Naaman 2KI 5:2,3,13
     -Of Nehemiah NEH 4:16,23
     -Of the Roman centurion MAT 8:9
     -Of Cornelius ACT 10:7
     -Onesimus PHM 1:11
     -Servants in the parable of the pounds and the parable of the talents MAT 25:14-23; LUK 19:12-19
-WICKED AND UNFAITHFUL
     -Jeroboam 1KI 11:26
     -Gehazi 2KI 5:20-27
     -Zimri 1KI 16:9,10; 2KI 9:31
     -Onesimus PHM 1:11
     -Of Abraham and Lot GEN 13:7
     -Of Abimelech GEN 21:25
     -Of Ziba 2SA 16:1-4; with 19:26,27
     -Of Absalom 2SA 13:28,29; 14:30
     -Of Shimei 1KI 2:39
     -Of Joash 2KI 12:19-21
     -Of Amon 2KI 21:23
     -Of JOB JOB 19:15,16
     -In the parable of the talents and the parable of the pounds MAT 25:24-30; LUK 19:20-26
     -In the parable of the vineyard MAT 21:33-41; MRK 12:1-9
     -Conspiracy by
     -See CONSPIRACY
-UNCLASSIFIED SCRIPTURES RELATING TO GEN 16:6-9; EXO 20:10; DEU 5:14; NEH 5:8; JOB 19:15,16; 31:13,14; PSA 123:2; PRO 12:9; 13:17; 17:2; 19:10; 25:13; 26:6; 27:18,27; 29:19,21; 30:10,21-23; ECC 7:21; ISA 52:3; JER 22:13; 34:8-17; LAM 5:8; ZEP 1:9; MAL 1:6; MAT 8:9; 10:24,25; 24:45-51; LUK 12:35-48; 16:1-13; 17:7-9; 22:27; JHN 13:16; 1CO 4:2; 7:21-24; EPH 6:5-9; COL 3:22-25; 1TI 6:1,2; TIT 2:9,10; 1PE 2:18-20
     -See EMPLOYEE
     -See EMPLOYER
     -See MASTER
-HIRED
     -Jacob GEN 29:15; 30:26
     -Re-employed GEN 30:27-34; 31:6,7,41
     -Parable of
     -The laborers of a vineyard MAT 20:1-15
     -The father of the prodigal son LUK 15:17,19
     -The rebellious son LUK 15:15-19
     -Treatment of, more considerate than that of slaves LEV 25:53
     -Await employment in the marketplace MAT 20:1-3
     -Wages paid
     -In kind GEN 30:31,32; 2CH 2:10
     -In money MAT 20:2
     -UNCLASSIFIED SCRIPTURES RELATING TO LEV 19:13; 25:39-41; DEU 24:14,15; JOB 7:1,2; 14:6; MAL 3:5; MAT 10:9,10; LUK 10:7; ROM 4:4; COL 4:1; 1TI 5:18; JAS 5:4
     -See MASTERS
     -See WAGES"
S,SETH,"-The third son of Adam and Eve GEN 4:25,26; 5:3,8; 1CH 1:1; LUK 3:38
-Called SHETH 1CH 1:1"
S,SETHUR,-The representative of Asher among the twelve spies sent into Canaan NUM 13:13
S,SEVEN,"-Interesting facts concerning this number
-DAYS
     -Week consists of GEN 2:3; EXO 20:11; DEU 5:13,14
     -Noah in the ark before the great flood for GEN 7:4,10
     -Noah remains in the ark after sending forth the dove for GEN 8:10,12
     -Mourning for Jacob lasted for GEN 50:10
     -The sympathy for JOB by Eliphaz, Bildad, and Zophar for JOB 2:13
     -The plague of bloody waters in Egypt lasted for EXO 7:25
     -The Israelites encircled Jericho for JOS 6:4
     -The Passover lasted for EXO 12:15
     -Saul directed by Samuel to stay at Gilgal awaiting the prophet' s command for 1SA 10:8; 13:8
     -The elders of Jabesh-gilead ask for a truce of 1SA 11:3
     -Dedication of the temple lasted double 1KI 8:65
     -Ezekiel sits by the Chebar River in astonishment for EZK 3:15
     -The Feast of Tabernacles lasted for LEV 23:34,42
     -The consecration of priests and altars lasted for EXO 29:30,35; EZK 43:25,26
     -Defilements lasted for LEV 12:2; 13:4
     -Fasts of 1SA 31:13; 2SA 12:16,18,22
     -The firstborn of flocks and sheep must remain with their mothers, before being offered EXO 22:30
     -The feast of Ahasuerus continued for EST 1:5
     -Paul waits at Tyre for ACT 21:4
     -Paul stays at Puteoli for ACT 28:14
-WEEKS
     -In Daniel' s vision concerning the coming of the Messiah for DAN 9:25
     -Ten times for DAN 9:24
     -The period between the Passover Feast and the Feast of Pentecost LEV 23:15
-MONTHS
     -Holy convocations in the seventh month LEV 23:24-44; NUM 29; EZK 45:25
-YEARS
     -Jacob serves for each of his wives for GEN 29:15-30
     -Of abundance for GEN 41:1-32,53
     -A famine lasted in Egypt for GEN 41:1-32,54-56
     -A famine lasted in Canaan for 2SA 24:13; 2KI 8:1
     -The insanity of Nebuchadnezzar for DAN 4:32
     -Seven times, the period between the jubilees LEV 25:8
-MISCELLANY OF SEVENS
     -Of the ceremonially clean creatures taken into Noah' s ark GEN 7:2
     -Abraham gives Abimelech seven lambs GEN 21:28
     -Rams and bullocks to the number of, required in sarifices LEV 23:18; NUM 23:1; 29:32; 1CH 15:26; EZK 45:23
     -The sprinkling of blood seven times LEV 4:6; 14:7
     -The sprinkling of oil seven times LEV 14:16
     -Seven cows and seven ears of grain in Pharaoh' s vision GEN 41:2-7
     -The Israelites surrounded Jericho seven times, and on the seventh day sounding seven trumpets JOS 6:4
     -Elisha' s servant looked seven times for the appearance of rain 1KI 18:43
     -Naaman was required to wash in the Jordan River seven times 2KI 5:10
     -The seven steps in the temple seen in Ezekiel' s vision EZK 40:22,26
     -The heat of Nebuchadnezzars furnace was intensified sevenfold DAN 3:19
     -The light of the sun was intensified sevenfold ISA 30:26
     -The threatened punishment of Israel was sevenfold LEV 26:18-21
     -Silver was purified seven times PSA 12:6
     -Worshiping seven times a day PSA 119:164
     -Seven chamberlains at the court of Ahasuerus EST 1:10
     -Seven princes EST 1:14
     -Seven counsellors at the court of Artaxerxes EZR 7:14
     -Seven maidens given to Esther EST 2:9
     -Symbolical
     -Of many sons RUT 4:15; 1SA 2:5; JER 15:9
     -Of liberality ECC 11:1,2
     -Seven magi (wise men) PRO 26:16
     -Seven women will seek a polyandrous marriage ISA 4:1
     -Seven shepherds to be sent forth against Assyria MIC 5:5,6
     -Seven lamps and pipes ZEC 4:2
     -Seven servants (Greek: diakonoi) in the Jerusalem congregations ACT 6:3
     -Seven congregations in Asia REV 1:4,20
     -Seven seals REV 5:1
     -Seven thunders REV 10:3
     -Seven heads and seven crowns REV 12:3; 13:1; 17:9
     -Seven kings REV 17:10
     -Seven stars REV 1:16,20; 3:1; AMO 5:8
     -Seven spirits REV 1:4; 3:1; 4:5; 5:6
     -Seven eyes of the Lord ZEC 3:9; 4:10; REV 5:6
     -Seven golden lampstands REV 1:12
     -Seven angels with seven trumpets REV 8:2
     -Seven plagues REV 15:1
     -Seven horns and seven eyes REV 5:6
     -Seven angels with seven plagues REV 15:6
     -Seven golden vials REV 15:7
     -The scarlet-colored beast having seven heads REV 17:3,7"
S,SEVENEH,"-A city in Egypt EZK 29:10
-R. V.) EZK 30:6"
S,SEVENTY,"-The senate of the Israilites composed of seventy elders EXO 24:1,9; NUM 11:16,24,25
-The seventy disciples sent forth by Jesus (though the best Greek mss. have ""seventy-two"") LUK 10:1-17
-The Jews in captivity in Babylon for seventy years JER 25:11,12; 29:10; DAN 9:2; ZEC 1:12; 7:5
-See ISRAEL
-70 Weeks in the vision of Daniel DAN 9:24"
S,SHAALABBIN,-See SHAALBIM
S,SHAALBIM,"-A city in the territory of the tribe of Dan JOS 19:42; JDG 1:35
-One of Solomon' s commissary cities 1KI 4:9
-Called SHAALABBIN JOS 19:42"
S,SHAAPH,"-1. Son of Jahdai 1CH 2:47
-2. Son of Caleb 1CH 2:49"
S,SHAARAIM,"-1. A city in the territory of the tribe of Judah, also called SHARAIM JOS 15:36; 1SA 17:52
-2. A city in the territory of the tribe of Simeon 1CH 4:31"
S,SHAASHGAZ,-A chamberlain of Ahasuerus EST 2:14
S,SHABBETHAI,"-1. A Levite, assistant to Ezra EZR 10:15
-2. An expounder of the law NEH 8:7
-3. A chief Levite, an attendant of the temple NEH 11:16"
S,SHACHIA,-Son of Shaharaim 1CH 8:10
S,SHADRACH,"-Also called HANANIAH
-A Hebrew captive in Babylon DAN 1; 2:17,49; 3"
S,SHAGE,"-Father of Jonathan, one of David' s guard 1CH 11:34"
S,SHAHARAIM,-A Benjamite 1CH 8:8
S,SHAHAZIMAH,-A city in the territory of the tribe of Issachar JOS 19:22
S,SHALEM,"-General scriptures concerning GEN 33:18
-Translated ""in peace"" (R. V.); ""safely"" (N. I. V.)"
S,SHALIM,-A district of unknown location 1SA 9:4
S,SHALISHA,-A district bordering on Mount Ephraim 1SA 9:4
S,SHALLECHETH,-One of the gates of the temple 1CH 26:16
S,SHALLUM,"-1. King of Israel 2KI 15:10,13-15
-2. The husband of Huldah, the prophetess 2KI 22:14; 2CH 34:22
-3. Son of Sisamai 1CH 2:40,41
-4. See JEHOAHAZ, number three
-5. Grandson of Simeon 1CH 4:25
-6. Son of Zadok 1CH 6:12,13; EZR 7:2
     -Called MESHULLAM 1CH 9:11; NEH 11:11
-7. See SHILLEM
-8. A chief porter of the temple 1CH 9:17,19,31
-9. Father of Jehizkiah 2CH 28:12
-10. The ancestor of a family of returned exiles EZR 2:42; NEH 7:45
-11. A porter who put away (divorced) his wife EZR 10:24
-12. A son of Bani, who put away (divorced) his wife EZR 10:42
-13. A Jew who repaired a portion of the wall of Jerusalem NEH 3:12
-14. Uncle of Jeremiah JER 32:7
-15. Father of Maaseiah JER 35:4"
S,SHALLUN,-A Jew who repaired a gate of Jerusalem NEH 3:15
S,SHALMAI,-One of the Nethinim EZR 2:46; NEH 7:48
S,SHALMAN,"-Identified by some authorities with Shalmaneser HOS 10:14
-Other authorities disagree, and leave his identity uncertain"
S,SHALMANESER,"-(King of Assyria)
-Overthrows the kingdom of Israel 2KI 17:3-6; 18:9-11"
S,SHAMA,-One of David' s heroes 1CH 11:44
S,SHAMARIAH,-Son of Rehoboam 2CH 11:19
S,SHAME,"-Jesus ashamed of those who deny him MRK 8:38; LUK 9:26
-Of Adam and Eve GEN 3:10
-Destitute of, the Israelites when they worshiped the golden calf EXO 32:25
-The unjust ZEP 3:5
-Of the cross HEB 12:2"
S,SHAMER,"-1. A Levite, father of Bani 1CH 6:46
-2. An Asherite, son of Heber 1CH 7:34
     -Called SHOMER 1CH 7:32"
S,SHAMGAR,"-A deliverer (judge, hero) of Israel JDG 3:31; 5:6"
S,SHAMHUTH,-One of David' s captains 1CH 27:8
S,SHAMIR,"-1. A city in the mountains of Judah JOS 15:48
-2. A city on Mount Ephraim
     -The home and burial place of Tola, one of Israel' s judges (leaders) JDG 10:1,2
-3. Son of Michah, a Levite 1CH 24:24"
S,SHAMMA,"-Son of Zophah, an Asherite 1CH 7:37"
S,SHAMMAH,"-1. Son of Reuel GEN 36:13,17; 1CH 1:37
-2. David' s brother 1SA 16:9; 17:13
     -Called SHIMEAH 2SA 13:3,32; 21:21
     -Called SHIMMA 1CH 2:13
     -Called SHIMEA 1CH 20:7
-3. One of David' s mighty men, son of Agee 2SA 23:11,12
-4. One of David' s mighty men 2SA 23:25
     -Called SHAMMOTH 1CH 11:27
-5. A Hararite, one of David' s mighty men 2SA 23:33"
S,SHAMMAI,"-1. Son of Onam 1CH 2:28,32
-2. Father of Maon 1CH 2:44,45
-3. Son of Ezra 1CH 4:17"
S,SHAMMOTH,"-One of David' s mighty men 1CH 11:27
-Called SHAMMAH 2SA 23:25"
S,SHAMMUA,"-1. The representative of the tribe of Reuben among the twelve spies sent into Canaan NUM 13:4
-2. SHAMMUA
     -See SHAMMUAH
-3. A Levite, father of Abda NEH 11:17
     -Called SHEMAIAH 1CH 9:16
-4. A priest NEH 12:18"
S,SHAMMUAH,"-Son of David 2SA 5:14
-Called SHIMEA 1CH 3:5
-Called SHAMMUA 1CH 14:4"
S,SHAMSHERAI,-Son of Jeroham 1CH 8:26
S,SHAPHAM,-Chief of Gad 1CH 5:12
S,SHAPHAN,"-1. A scribe of King Josiah 2KI 22:3-14; 2CH 34:8-20
     -Father of Gemariah JER 36:10-12
-2. The father of Ahikam and the grandfather of Gedaliah 2KI 22:12; 25:22; 2CH 34:20; JER 26:24; 39:14; 40:5,9,11; 41:2; 43:6
-3. Father of Elasah JER 29:3
-4. Father of Jaazaniah EZK 8:11"
S,SHAPHAT,"-1. The representative of the tribe of Simeon among the spies sent into Canaan NUM 13:5
-2. Father of Elisha 1KI 19:16,19; 2KI 3:11; 6:31
-3. Son of Shemaiah 1CH 3:22
-4. A Gadite 1CH 5:12
-5. Son of Adlai 1CH 27:29"
