strongs_number,word,gloss,language,part_of_speech,gender,occurrences,first_occurrence,root_word,word_root_occurrence,first_root_number,first_root_hebrew,second_root_number,second_root_hebrew,third_root_number,third_root_hebrew
4597,מָעַי,"Ma`ai (maw-ah'-ee) n/p.
1. sympathetic
2. Maai, an Israelite
[probably from H4578]
KJV: Maai. 
Root(s): H4578 ",H,noun proper,,1,NEH 12:36,,,4578,מעה,,,,
4598,מְעִיל,"m`iyl (meh-eel') n-m.
1. a robe (i.e. upper and outer garment)
[from H4603 in the sense of covering]
KJV: cloke, coat, mantle, robe. 
Root(s): H4603 ",H,noun,masculine,28,EXO 28:4,מעל,,4603,מעל,,,,
4599,מַעיָן מַעיְנוֹ מַעיָנָה,"ma`yan (mah-yawn') (or ma ynow (Psa. 114) n-m.
1. a fountain (also collectively), figuratively, a source (of satisfaction)
[from H5869 (as a denominative in the sense of a spring)]
KJV: fountain, spring, well. 
Root(s): H5869 ",H,noun,masculine,23,GEN 7:11,עין,,5869,עין,,,,
4600,מָעַך,"ma`ak (maw-ak') v.
1. to press, i.e. to pierce, emasculate, handle
[a primitive root]
KJV: bruised, stuck, be pressed. ",H,verb,,3,LEV 22:24,מעך,,,,,,,
4601,מַעֲכָה מַעֲכָת,"Ma`akah (mah-ak-aw') (or Mamakath (Josh. 13) n/p.
1. depression
2. Maakah (or Maakath), the name of a place in Syria, also of a Mesopotamian, of three Israelites, and of four Israelitesses and one Syrian woman
[from H4600]
KJV: Maachah, Maachathites. See also H1038. 
Root(s): H4600 
See also: H1038 ",H,noun proper,,22,GEN 22:24,מעך,,4600,מעך,,,,
4602,מַעֲכָתִי,"Ma`akathiy (mah-ak-aw-thee') adj.
1. a Maakathite, or inhabitant of Maakah
[patrial from H4601]
KJV: Maachathite. 
Root(s): H4601 ",H,adjective,,8,DEU 3:14,,,4601,מעכה מעכת,,,,
4603,מָעַל,"ma`al (maw-al') v.
1. (properly) to cover up
2. used only figuratively, to act covertly, i.e. treacherously
[a primitive root]
KJV: transgress, (commit, do a) trespass(-ing). ",H,verb,,36,LEV 5:15,מעל,,,,,,,
4604,מַעַל,"ma`al (mah'-al) n-m.
1. treachery, i.e. sin
[from H4603]
KJV: falsehood, grievously, sore, transgression, trespass, X very. 
Root(s): H4603 ",H,noun,masculine,29,LEV 5:15,מעל,,4603,מעל,,,,
4605,מַעַל,"ma`al (mah'al) adj.
1. (properly) the upper part, used only adverbially with prefix upward, above, overhead, from the top, etc
[from H5927]
KJV: above, exceeding(-ly), forward, on (X very) high, over, up(-on, -ward), very. 
Root(s): H5927 ",H,adjective,,140,GEN 6:16,עלה,,5927,עלה,,,,
4606,מֵעָל,"me`al (may-awl') n-m.
1. (only in plural as singular) the setting (of the sun)
[(Aramaic) from H5954]
KJV: going down. 
Root(s): H5954 ",A,noun,masculine,1,DAN 6:14,,,5954,עלל,,,,
4607,מוֹעַל,"mo`al (mo'-al) n-m.
1. a raising (of the hands)
[from H5927]
KJV: lifting up. 
Root(s): H5927 ",H,noun,masculine,1,NEH 8:6,עלה,,5927,עלה,,,,
4608,מַעֲלֶה,"ma`aleh (mah-al-eh') n-m.
1. an elevation
2. (concretely) acclivity or platform
3. (abstractly, the relation or state) a rise
4. (figuratively) priority
[from H5927]
KJV: ascent, before, chiefest, cliff, that goeth up, going up, hill, mounting up, stairs. 
Root(s): H5927 ",H,noun,masculine,18,JOS 15:7,עלה,,5927,עלה,,,,
4609,מַעֲלָה,"ma`alah (mah-al-aw') n-f.
1. elevation
2. (literally, the act) a journey to a higher place
3. (figuratively, the act) a thought arising
4. (literally, the condition) a step or grade-mark
5. (figuratively, the condition) a superiority of station
6. (specifically) a climactic progression (in certain Psalms)
[feminine of H4608]
KJV: things that come up, (high) degree, deal, go up, stair, step, story. 
Root(s): H4608 ",H,noun,feminine,50,EXO 20:26,,,4608,מעלה,,,,
4610,מַעֲלֵה עַקרַבִּים,"Ma`aleh `Aqrabbiym (mah-al-ay' ak-rab-beem') n/l.
1. Steep of Scorpions, a place in the Desert
[from H4608 and (the plural of) H6137]
KJV: Maaleh- accrabim, the ascent (going up) of Akrabbim. 
Root(s): H4608, H6137 ",H,noun location,,6,NUM 34:4,,,4608,מעלה,6137,עקרב,,
4611,מַעֲלָל,"ma`alal (mah-al-awl') n-m.
1. an act (good or bad)
[from H5953]
KJV: doing, endeavour, invention, work. 
Root(s): H5953 ",H,noun,masculine,43,DEU 28:20,עלל,,5953,עלל,,,,
4612,מַעֲמָד,"ma`amad (mah-am-awd') n-m.
1. (figuratively) a position
[from H5975]
KJV: attendance, office, place, state. 
Root(s): H5975 ",H,noun,masculine,5,1KI 10:5,עמד,,5975,עמד,,,,
4613,מָעֳמָד,"mo`omad (moh-om-awd') n-m.
1. (literally) a foothold
[from H5975]
KJV: standing. 
Root(s): H5975 ",H,noun,masculine,1,PSA 69:2,עמד,,5975,עמד,,,,
4614,מַעֲמָסָה,"ma`amacah (mah-am-aw-saw') n-f.
1. burdensomeness
[from H6006]
KJV: burdensome. 
Root(s): H6006 ",H,noun,feminine,1,ZEC 12:3,עמס עמשׂ,,6006,עמס עמשׂ,,,,
4615,מַעֲמָק,"ma`amaq (mah-am-awk') n-m.
1. a deep
[from H6009]
KJV: deep, depth. 
Root(s): H6009 ",H,noun,masculine,5,PSA 69:2,עמק,,6009,עמק,,,,
4616,מַעַן,"ma`an (mah'-an) prep.
1. (properly) heed, i.e. purpose
2. used only adverbially, on account of (as a motive or an aim), teleologically, in order that
[from H6030]
KJV: because of, to the end (intent) that, for (to,... 's sake), + lest, that, to. 
Root(s): H6030 ",H,preposition,,272,GEN 12:13,ענה,,6030,ענה,,,,
4617,מַעֲנֶה,"ma`aneh (mah-an-eh') n-m.
1. a reply (favorable or contradictory)
[from H6030]
KJV: answer, X himself. 
Root(s): H6030 ",H,noun,masculine,8,JOB 32:3,ענה,,6030,ענה,,,,
4618,מַעֲנָה,"ma`anah (mah-an-aw') n-f.
1. a furrow
[from H6031, in the sense of depression or tilling]
KJV: + acre, furrow. 
Root(s): H6031 ",H,noun,feminine,3,1SA 14:14,,,6031,ענה,,,,
4619,מַעַץ,"Ma`ats (mah'-ats) n/p.
1. closure
2. Maats, an Israelite
[from H6095]
KJV: Maaz. 
Root(s): H6095 ",H,noun proper,,1,1CH 2:27,עצה,,6095,עצה,,,,
4620,מַעֲצֵבָה,"ma`atsebah (mah-ats-ay-baw') n-f.
1. anguish
[from H6087]
KJV: sorrow. 
Root(s): H6087 ",H,noun,feminine,1,ISA 50:11,עצב,,6087,עצב,,,,
4621,מַעֲצָד,"ma`atsad (mah-ats-awd') n-m.
1. an axe
[from an usused root meaning to hew]
KJV: ax, tongs. ",H,noun,masculine,2,ISA 44:12,,,,,,,,
4622,מַעצּוֹר,"ma`tsowr (mah-tsore') n-m.
1. objectively, a hindrance
[from H6113]
KJV: restraint. 
Root(s): H6113 ",H,noun,masculine,1,1SA 14:6,עצר,,6113,עצר,,,,
4623,מַעצָּר,"ma`tsar (mah-tsawr') n-m.
1. subjectively, control
[from H6113]
KJV: rule. 
Root(s): H6113 ",H,noun,masculine,1,PRO 25:28,עצר,,6113,עצר,,,,
4624,מַעֲקֶה,"ma`aqeh (mah-ak-eh') n-m.
1. a parapet
[from an unused root meaning to repress]
KJV: battlement. ",H,noun,masculine,1,DEU 22:8,,,,,,,,
4625,מַעֲקָשׁ,"ma`aqash (mah-ak-awsh') n-m.
1. a crook (in a road)
[from H6140]
KJV: crooked thing. 
Root(s): H6140 ",H,noun,masculine,1,ISA 42:16,עקשׁ,,6140,עקשׁ,,,,
4626,מַעַר,"ma`ar (mah'-ar) n-m.
1. a nude place, i.e. (literally) the pudenda, or (figuratively) a vacant space
[from H6168]
KJV: nakedness, proportion. 
Root(s): H6168 ",H,noun,masculine,2,1KI 7:36,ערה,,6168,ערה,,,,
4627,מַעֲרָב,"ma`arab (mah-ar-awb') n-m.
1. traffic
2. (by implication) mercantile goods
[from H6148, in the sense of trading]
KJV: market, merchandise. 
Root(s): H6148 ",H,noun,masculine,9,EZK 27:9,ערב,,6148,ערב,,,,
4628,מַעֲרָב מַעֲרָבָה,"ma`arab (mah-ar-awb') (or (feminine) maearabah {mah-ar-aw-baw'}) n-m.
1. the west (as a region of the evening sun)
[from H6150, in the sense of shading]
KJV: west. 
Root(s): H6150 ",H,noun,masculine,14,1CH 7:28,ערב,,6150,ערב,,,,
4629,מַעֲרֶה,"ma`areh (mah-ar-eh') n-m.
1. a nude place, i.e. a common
[from H6168]
KJV: meadows. 
Root(s): H6168 ",H,noun,masculine,1,JDG 20:33,ערה,,6168,ערה,,,,
4630,מַעֲרָה,"ma`arah (mah-ar-aw') n-f.
1. an open spot
[feminine of H4629]
KJV: army (from the margin). 
Root(s): H4629 ",H,noun,feminine,1,1SA 17:23,,,4629,מערה,,,,
4631,מְעָרָה,"m`arah (meh-aw-raw') n-f.
1. a cavern (as dark)
[from H5783]
KJV: cave, den, hole. 
Root(s): H5783 ",H,noun,feminine,40,GEN 19:30,עור,,5783,עור,,,,
4632,מְעָרָה,"M`arah (meh-aw-raw') n/l.
1. cave
2. Mearah, a place in Israel
[the same as H4631]
KJV: Mearah. 
Root(s): H4631 ",H,noun location,,1,JOS 13:4,,,4631,מערה,,,,
4633,מַעֲרָך,"ma`arak (mah-ar-awk') n-m.
1. an arrangement, i.e. (figuratively) mental disposition
[from H6186]
KJV: preparation. 
Root(s): H6186 ",H,noun,masculine,1,PRO 16:1,ערך,,6186,ערך,,,,
4634,מַעֲרָכָה,"ma`arakah (mah-ar-aw-kaw') n-f.
1. an arrangement
2. (concretely) a pile
3. (specifically) a military array
[feminine of H4633]
KJV: army, fight, be set in order, ordered place, rank, row. 
Root(s): H4633 ",H,noun,feminine,20,EXO 39:37,,,4633,מערך,,,,
4635,מַעֲרֶכֶת,"ma`areketh (mah-ar-eh'-keth) n-f.
1. an arrangement
2. (concretely) a pile (of loaves)
[from H6186]
KJV: row, shewbread. 
Root(s): H6186 ",H,noun,feminine,9,LEV 24:6,ערך,,6186,ערך,,,,
4636,מַעֲרוֹם,"ma`arom (mah-ar-ome') n-m.
1. bare
[from H6191, in the sense of stripping]
KJV: naked. 
Root(s): H6191 ",H,noun,masculine,1,2CH 28:15,ערם,,6191,ערם,,,,
4637,מַעֲרָצָה,"ma`aratsah (mah-ar-aw-tsaw') n-f.
1. violence
[from H6206]
KJV: terror. 
Root(s): H6206 ",H,noun,feminine,1,ISA 10:33,ערץ,,6206,ערץ,,,,
4638,מַעֲרָת,"Ma`arath (mah-ar-awth') n/l.
1. waste
2. Maarath, a place in Israel
[a form of H4630]
KJV: Maarath. 
Root(s): H4630 ",H,noun location,,1,JOS 15:59,,,4630,מערה,,,,
4639,מַעֲשֶׂה,"ma`aseh (mah-as-eh') n-m.
1. an action (good or bad)
2. (generally) a transaction
3. (abstractly) activity
4. (by implication) a product
5. (hence, generally) property
6. (hence, specifically) a poem
[from H6213]
KJV: act, art, + bakemeat, business, deed, do(-ing), labor, thing made, ware of making, occupation, thing offered, operation, possession, X well, ((handy-, needle-, net-))work(ing, - manship), wrought. 
Root(s): H6213 ",H,noun,masculine,235,GEN 5:29,עשׂה,,6213,עשׂה,,,,
4640,מַעֲשַׂי,"Ma`say (mah-as-ah'ee) n/p.
1. operative
2. Maasai, an Israelite
[from H6213]
KJV: Maasiai. 
Root(s): H6213 ",H,noun proper,,1,1CH 9:12,עשׂה,,6213,עשׂה,,,,
4641,מַעֲשֵׂיָה מַעֲשֵׂיָהוּ,"Ma`aseyah (mah-as-ay-yaw') (or Maaseyahuw {mah-as-ay-yaw'-hoo}) n/p.
1. work of Jah
2. Maasejah, the name of sixteen Israelites
[from H4639 and H3050]
KJV: Maaseiah. 
Root(s): H4639, H3050 ",H,noun proper,,23,1CH 15:18,,,4639,מעשׂה,3050,יה,,
4642,מַעֲשַׁקָּה,"ma`ashaqqah (mah-ash-ak-kaw') n-f.
1. oppression
[from H6231]
KJV: oppression, X oppressor. 
Root(s): H6231 ",H,noun,feminine,2,PRO 28:16,עשׁק,,6231,עשׁק,,,,
4643,מַעֲשֵׂר מַעֲשַׂר מַעַשׂרָה,"ma`aser (mah-as-ayr') (or maasar {mah-as-ar'} and (in plural) feminine maasrah {mah-as-raw'};) n-m.
1. a tenth
2. especially a tithe
[from H6240]
KJV: tenth (part), tithe(-ing). 
Root(s): H6240 ",H,noun,masculine,32,GEN 14:20,,,6240,עשׂר,,,,
4644,מוֹף,"Moph (mofe) n/l.
1. Memphis
[of Egyptian origin]
 Compare: H5297 ",H,noun location,,1,HOS 9:6,,,,,,,,
4645,מִפגָּע,"miphga` (mif-gaw') n-m.
1. an object of attack
[from H6293]
KJV: mark. 
Root(s): H6293 ",H,noun,masculine,1,JOB 7:20,פגע,,6293,פגע,,,,
4646,מַפָּח,"mappach (map-pawkh') n-m.
1. a breathing out (of life), i.e. expiring
[from H5301]
KJV: giving up. 
Root(s): H5301 ",H,noun,masculine,1,JOB 11:20,נפח,,5301,נפח,,,,
4647,מַפּוַּח,"mappuach (map-poo'-akh) n-m.
1. the bellows (i.e. blower) of a forge
[from H5301]
KJV: bellows. 
Root(s): H5301 ",H,noun,masculine,1,JER 6:29,נפח,,5301,נפח,,,,
4648,מְפִיבּוֹשֶׁת מֶפִבוֹשֶׁת,"Mphiybosheth (mef-ee-bo'-sheth) (or Mphibosheth {mef-ee-bo'-sheth}) n/p.
1. dispeller of shame (i.e. of Baal)
2. Mephibosheth, the name of two Israelites
[probably from H6284 and H1322]
KJV: Mephibosheth. 
Root(s): H6284, H1322 ",H,noun proper,,15,2SA 4:4,פאה,,6284,פאה,1322,בושׁת,,
4649,מוּפִּים,"Muppiym (moop-peem') n/p.
1. wavings
2. Muppim, an Israelite
[a plural apparently from H5130]
KJV: Muppim. 
Root(s): H5130 
Compare: H8206 ",H,noun proper,,1,GEN 46:21,נוף,,5130,נוף,,,,
4650,מֵפִיצּ,"mephiyts (may-feets') n-m.
1. a breaker, i.e. mallet
[from H6327]
KJV: maul. 
Root(s): H6327 ",H,noun,masculine,1,PRO 25:18,פוץ,,6327,פוץ,,,,
4651,מַפָּל,"mappal (map-pawl') n-m.
1. a falling off, i.e. chaff
2. also something pendulous, i.e. a flap
[from H5307]
KJV: flake, refuse. 
Root(s): H5307 ",H,noun,masculine,2,JOB 41:23,נפל,,5307,נפל,,,,
4652,מִפלָאָה,"miphla'ah (mif-law-aw') n-f.
1. a miracle
[from H6381]
KJV: wondrous work. 
Root(s): H6381 ",H,noun,feminine,1,JOB 37:16,פלא,,6381,פלא,,,,
4653,מִפלַגָּה,"miphlaggah (mif-lag-gaw') n-f.
1. a classification
[from H6385]
KJV: division. 
Root(s): H6385 ",H,noun,feminine,1,2CH 35:12,פלג,,6385,פלג,,,,
4654,מַפָּלָה מַפֵּלָה,"mappalah (map-paw-law') (or mappelah {map-pay-law'}) n-f.
1. something fallen, i.e. a ruin
[from H5307]
KJV: ruin(-ous). 
Root(s): H5307 ",H,noun,feminine,3,ISA 17:1,נפל,,5307,נפל,,,,
4655,מִפלָט,"miphlat (mif-lawt') n-m.
1. an escape
[from H6403]
KJV: escape. 
Root(s): H6403 ",H,noun,masculine,1,PSA 55:8,פלט,,6403,פלט,,,,
4656,מִפלֶצֶת,"miphletseth (mif-leh'-tseth) n-f.
1. a terror, i.e. an idol
[from H6426]
KJV: idol. 
Root(s): H6426 ",H,noun,feminine,4,1KI 15:13,פלץ,,6426,פלץ,,,,
4657,מִפלָשׂ,"miphlas (mif-lawce') n-m.
1. a poising
[from an unused root meaning to balance]
KJV: balancing. ",H,noun,masculine,1,JOB 37:16,,,,,,,,
4658,מַפֶּלֶת,"mappeleth (map-peh'-leth) n-f.
1. fall, i.e. decadence
2. (concretely) a ruin
3. (specifically) a carcass
[from H5307]
KJV: carcase, fall, ruin. 
Root(s): H5307 ",H,noun,feminine,8,JDG 14:8,נפל,,5307,נפל,,,,
4659,מִפעָל מִפעָלָה,"miph`al (mif-awl') (or (feminine) miph.alah {mif-aw-law'}) n-m.
1. a performance
[from H6466]
KJV: work. 
Root(s): H6466 ",H,noun,masculine,3,PSA 46:8,פעל,,6466,פעל,,,,
4660,מַפָּץ,"mappats (map-pawts') n-m.
1. a smiting to pieces
[from H5310]
KJV: slaughter. 
Root(s): H5310 ",H,noun,masculine,1,EZK 9:2,נפץ,,5310,נפץ,,,,
4661,מַפֵּץ,"mappets (map-pates') n-m.
1. a smiter, i.e. a war club
[from H5310]
KJV: battle ax. 
Root(s): H5310 ",H,noun,masculine,1,JER 51:20,נפץ,,5310,נפץ,,,,
4662,מִפקָד,"miphqad (mif-kawd') n-m.
1. an appointment, i.e. mandate
2. (concretely) a designated spot
3. (specifically) a census
[from H6485]
KJV: appointed place, commandment, number. 
Root(s): H6485 ",H,noun,masculine,4,2SA 24:9,פקד,,6485,פקד,,,,
4663,מִפקָד,"Miphqad (mif-kawd') n-m.
1. assignment
2. Miphkad, the name of a gate in Jerusalem
[the same as H4662]
KJV: Miphkad. 
Root(s): H4662 ",H,noun,masculine,1,NEH 3:31,,,4662,מפקד,,,,
4664,מִפרָץ,"miphrats (mif-rawts') n-m.
1. a break (in the shore), i.e. a haven
[from H6555]
KJV: breach. 
Root(s): H6555 ",H,noun,masculine,1,JDG 5:17,,,6555,פרץ,,,,
4665,מִפרֶקֶת,"miphreketh (mif-reh'-keth) n-f.
1. (properly) a fracture, i.e. joint (vertebrae) of the neck
[from H6561]
KJV: neck. 
Root(s): H6561 ",H,noun,feminine,1,1SA 4:18,,,6561,פרק,,,,
4666,מִפרָשׂ,"miphras (mif-rawce') n-m.
1. an expansion
[from H6566]
KJV: that which...spreadest forth, spreading. 
Root(s): H6566 ",H,noun,masculine,2,JOB 36:29,,,6566,פרשׂ,,,,
4667,מִפשָׂעָה,"miphsa`ah (mif-saw-aw') n-f.
1. a stride, i.e. (by euphemism) the crotch
[from H6585]
KJV: buttocks. 
Root(s): H6585 ",H,noun,feminine,1,1CH 19:4,פשׂע,,6585,פשׂע,,,,
4668,מַפתֵַּח,"maphteach (maf-tay'-akh) n-m.
1. an opener, i.e. a key
[from H6605]
KJV: key. 
Root(s): H6605 ",H,noun,masculine,2,JDG 3:25,פתח,,6605,פתח,,,,
4669,מִפתָּח,"miphtach (mif-tawkh') n-m.
1. an aperture, i.e. (figuratively) utterance
[from H6605]
KJV: opening. 
Root(s): H6605 ",H,noun,masculine,2,1CH 9:27,פתח,,6605,פתח,,,,
4670,מִפתָּן,"miphtan (mif-tawn') n-m.
1. a stretcher, i.e. a sill
[from the same as H6620]
KJV: threshold. 
Root(s): H6620 ",H,noun,masculine,8,1SA 5:4,,,6620,פתן,,,,
4671,מוֹץ מוֹץ,"mots (motes) (or mowts (Zephaniah 2) n-m.
1. chaff (as pressed out, i.e. winnowed or (rather) threshed loose)
[from H4160]
KJV: chaff. 
Root(s): H4160 ",H,noun,masculine,8,JOB 21:18,מוץ,,4160,מוץ,,,,
4672,מָצָא,"matsa' (maw-tsaw') v.
1. (properly) to come forth to, i.e. appear or exist
2. transitively, to attain, i.e. find or acquire
3. (figuratively) to occur, meet or be present
[a primitive root]
KJV: + be able, befall, being, catch, X certainly, (cause to) come (on, to, to hand), deliver, be enough (cause to) find(-ing, occasion, out), get (hold upon), X have (here), be here, hit, be left, light (up-)on, meet (with), X occasion serve, (be) present, ready, speed, suffice, take hold on. ",H,verb,,457,GEN 2:20,מצא,,,,,,,
4673,מַצָּב,"matstsab (mats-tsawb') n-m.
1. a fixed spot
2. (figuratively) an office, a military post
[from H5324]
KJV: garrison, station, place where...stood. 
Root(s): H5324 ",H,noun,masculine,10,JOS 4:3,,,5324,נצב,,,,
4674,מוּצָּב,"mutstsab (moots-tsawb') n-m.
1. a station, i.e. military post
[from H5324]
KJV: mount. 
Root(s): H5324 ",H,noun,masculine,1,ISA 29:3,,,5324,נצב,,,,
4675,מַצָּבָה מִצָּבָה,"matstsabah (mats-tsaw-baw') (or mitstsabah {mits-tsaw-baw'}) n-f.
1. a military guard
[feminine of H4673]
KJV: army, garrison. 
Root(s): H4673 ",H,noun,feminine,2,1SA 14:12,,,4673,מצב,,,,
4676,מַצֵּבָה,"matstsebah (mats-tsay-baw') n-f.
1. something stationed, i.e. a column or (memorial stone)
2. by analogy, an idol
[feminine (causatively) participle of H5324]
KJV: garrison, (standing) image, pillar. 
Root(s): H5324 ",H,noun,feminine,32,GEN 28:18,,,5324,נצב,,,,
4677,מְצוֹבָיָה,"Mtsobayah (mets-o-baw-yaw') n/l.
1. found of Jah
2. Metsobajah, a place in Israel
[apparently from H4672 and H3050]
KJV: Mesobaite. 
Root(s): H4672, H3050 ",H,noun location,,1,1CH 11:47,מצא,,4672,מצא,3050,יה,,
4678,מַצֶּבֶת,"matstsebeth (mats-tseh'-beth) n-f.
1. something stationary, i.e. a monumental stone
2. also the stock of a tree
[from H5324]
KJV: pillar, substance. 
Root(s): H5324 ",H,noun,feminine,6,GEN 35:14,,,5324,נצב,,,,
4679,מְצַד מֶצָד מֶצָדָה,"mtsad (mets-ad') (or mtsad {mets-awd'} or (feminine) mtsadah {mets-aw-daw'};) n-f.
1. a fastness (as a covert of ambush)
[from H6679]
KJV: castle, fort, (strong) hold, munition. 
Root(s): H6679 ",H,noun,feminine,10,JDG 6:2,צוד,,6679,צוד,,,,
4680,מָצָה,"matsah (maw-tsaw') v.
1. to suck out
2. (by implication) to drain, to squeeze out
[a primitive root]
KJV: suck, wring (out). ",H,verb,,7,LEV 1:15,מצה,,,,,,,
4681,מוֹצָה,"Motsah (mo-tsaw') n/p.
1. drained
2. Motsah, a place in Israel
[active participle feminine of H4680]
KJV: Mozah. 
Root(s): H4680 ",H,noun proper,,1,JOS 18:26,מצה,,4680,מצה,,,,
4682,מַצָּה,"matstsah (mats-tsaw') n-f.
1. (properly) sweetness
2. (concretely) sweet (i.e. not soured or bittered with yeast)
3. (specifically) an unfermented cake or loaf
4. (elliptically) the festival of Passover (because no leaven was then used)
[from H4711 in the sense of greedily devouring for sweetness]
KJV: unleaved (bread, cake), without leaven. 
Root(s): H4711 ",H,noun,feminine,53,GEN 19:3,מצץ,,4711,מצץ,,,,
4683,מַצָּה,"matstsah (mats-tsaw') n-f.
1. a quarrel
[from H5327]
KJV: contention, debate, strife. 
Root(s): H5327 ",H,noun,feminine,3,PRO 13:10,נצה,,5327,נצה,,,,
4684,מַצהָלָה,"matshalah (mats-haw-law') n-f.
1. a whinnying (through impatience for battle or lust)
[from H6670]
KJV: neighing. 
Root(s): H6670 ",H,noun,feminine,2,JER 8:16,צהל,,6670,צהל,,,,
4685,מָצוֹד מְצוֹדָה מְצוֹדָה,"matsowd (maw-tsode') (or (feminine) mtsowdah {mets-o-daw'} or mtsodah {mets-o-daw'}) n-f.
1. a net (for capturing animals or fishes)
2. (by interchange for H4679) a fastness or (beseiging) tower
[from H6679]
KJV: bulwark, hold, munition, net, snare. 
Root(s): H6679 
See also: H4679 ",H,noun,feminine,6,PRO 12:12,צוד,,6679,צוד,,,,
4686,מָצוּד מְצוּדָה מְצוּדָה,"matsuwd (maw-tsood') (or (feminine) mtsuwdah {mets-oo-daw'}; or mtsudah {mets-oo-daw'};) n-f.
1. a net, or (abstractly) capture
2. also a fastness
3. 
[for H4685]
KJV: castle, defense, fort(-ress), (strong) hold, be hunted, net, snare, strong place. 
Root(s): H4685 ",H,noun,feminine,23,1SA 22:4,,,4685,מצוד מצודה מצודה,,,,
4687,מִצוָה,"mitsvah (mits-vaw') n-f.
1. a command, whether human or divine (collectively, the Law)
[from H6680]
KJV: (which was) commanded(-ment), law, ordinance, precept. 
Root(s): H6680 ",H,noun,feminine,184,GEN 26:5,צוה,,6680,צוה,,,,
4688,מְצוֹלָה מְצוֹלָה מְצוּלָה מְצוּלָה,"mtsowlah (mets-o-law') (or mtsolah {mets-o-law'} also mtsuwlah {mets-oo-law'}; or mtsulah {mets-oo-law'};) n-f.
1. a deep place (of water or mud)
[from the same as H6683]
KJV: bottom, deep, depth. 
Root(s): H6683 ",H,noun,feminine,11,EXO 15:5,,,6683,צולה,,,,
